year,climate_model,scenario,region,variable,value
2066,NorESM2-LM,ssp585,america,co2mass,3585649400000000.0
2067,NorESM2-LM,ssp585,america,co2mass,3638711300000000.0
2068,NorESM2-LM,ssp585,america,co2mass,3692858800000000.0
2069,NorESM2-LM,ssp585,america,co2mass,3748106000000000.0
2070,NorESM2-LM,ssp585,america,co2mass,3804461400000000.0
2071,NorESM2-LM,ssp585,america,co2mass,3861910800000000.0
2072,NorESM2-LM,ssp585,america,co2mass,3920373000000000.0
2073,NorESM2-LM,ssp585,america,co2mass,3979755400000000.0
2074,NorESM2-LM,ssp585,america,co2mass,4040065300000000.0
2075,NorESM2-LM,ssp585,america,co2mass,4101312900000000.0
2076,NorESM2-LM,ssp585,america,co2mass,4163504800000000.0
2077,NorESM2-LM,ssp585,america,co2mass,4226661000000000.0
2078,NorESM2-LM,ssp585,america,co2mass,4290782700000000.0
2079,NorESM2-LM,ssp585,america,co2mass,4355879900000000.0
2080,NorESM2-LM,ssp585,america,co2mass,4421959500000000.0
2081,NorESM2-LM,ssp585,america,co2mass,4488974000000000.0
2082,NorESM2-LM,ssp585,america,co2mass,4556578000000000.0
2083,NorESM2-LM,ssp585,america,co2mass,4624444000000000.0
2084,NorESM2-LM,ssp585,america,co2mass,4692554000000000.0
2085,NorESM2-LM,ssp585,america,co2mass,4760918000000000.0
2086,NorESM2-LM,ssp585,america,co2mass,4829546300000000.0
2087,NorESM2-LM,ssp585,america,co2mass,4898451500000000.0
2088,NorESM2-LM,ssp585,america,co2mass,4967630600000000.0
2089,NorESM2-LM,ssp585,america,co2mass,5037093000000000.0
2090,NorESM2-LM,ssp585,america,co2mass,5106844000000000.0
2091,NorESM2-LM,ssp585,america,co2mass,5176864000000000.0
2092,NorESM2-LM,ssp585,america,co2mass,5246988000000000.0
2093,NorESM2-LM,ssp585,america,co2mass,5317079300000000.0
2094,NorESM2-LM,ssp585,america,co2mass,5387126500000000.0
2095,NorESM2-LM,ssp585,america,co2mass,5457155400000000.0
2096,NorESM2-LM,ssp585,america,co2mass,5527106000000000.0
2097,NorESM2-LM,ssp585,america,co2mass,5597042500000000.0
2098,NorESM2-LM,ssp585,america,co2mass,5666966700000000.0
2099,NorESM2-LM,ssp585,america,co2mass,5736814700000000.0
2100,NorESM2-LM,ssp585,america,co2mass,5806646000000000.0
1850,NorESM2-LM,ssp585,eurafrica,co2mass,1453621600000000.0
1851,NorESM2-LM,ssp585,eurafrica,co2mass,1454303700000000.0
1852,NorESM2-LM,ssp585,eurafrica,co2mass,1455037200000000.0
1853,NorESM2-LM,ssp585,eurafrica,co2mass,1455711500000000.0
1854,NorESM2-LM,ssp585,eurafrica,co2mass,1456294200000000.0
1855,NorESM2-LM,ssp585,eurafrica,co2mass,1456800000000000.0
1856,NorESM2-LM,ssp585,eurafrica,co2mass,1457380400000000.0
1857,NorESM2-LM,ssp585,eurafrica,co2mass,1458155200000000.0
1858,NorESM2-LM,ssp585,eurafrica,co2mass,1459001300000000.0
1859,NorESM2-LM,ssp585,eurafrica,co2mass,1459909200000000.0
1860,NorESM2-LM,ssp585,eurafrica,co2mass,1460891000000000.0
1861,NorESM2-LM,ssp585,eurafrica,co2mass,1461863000000000.0
1862,NorESM2-LM,ssp585,eurafrica,co2mass,1462734600000000.0
1863,NorESM2-LM,ssp585,eurafrica,co2mass,1463606900000000.0
1864,NorESM2-LM,ssp585,eurafrica,co2mass,1464481700000000.0
1865,NorESM2-LM,ssp585,eurafrica,co2mass,1465357000000000.0
1866,NorESM2-LM,ssp585,eurafrica,co2mass,1466218500000000.0
1867,NorESM2-LM,ssp585,eurafrica,co2mass,1467085800000000.0
1868,NorESM2-LM,ssp585,eurafrica,co2mass,1467843000000000.0
1869,NorESM2-LM,ssp585,eurafrica,co2mass,1468480300000000.0
1870,NorESM2-LM,ssp585,eurafrica,co2mass,1469146600000000.0
1871,NorESM2-LM,ssp585,eurafrica,co2mass,1469875700000000.0
1872,NorESM2-LM,ssp585,eurafrica,co2mass,1470747300000000.0
1873,NorESM2-LM,ssp585,eurafrica,co2mass,1471739100000000.0
1874,NorESM2-LM,ssp585,eurafrica,co2mass,1472785600000000.0
1875,NorESM2-LM,ssp585,eurafrica,co2mass,1473945400000000.0
1876,NorESM2-LM,ssp585,eurafrica,co2mass,1475118900000000.0
1877,NorESM2-LM,ssp585,eurafrica,co2mass,1476310600000000.0
1878,NorESM2-LM,ssp585,eurafrica,co2mass,1477527100000000.0
1879,NorESM2-LM,ssp585,eurafrica,co2mass,1478715400000000.0
1880,NorESM2-LM,ssp585,eurafrica,co2mass,1479991100000000.0
1881,NorESM2-LM,ssp585,eurafrica,co2mass,1481357300000000.0
1882,NorESM2-LM,ssp585,eurafrica,co2mass,1482763200000000.0
1883,NorESM2-LM,ssp585,eurafrica,co2mass,1484034400000000.0
1884,NorESM2-LM,ssp585,eurafrica,co2mass,1485331600000000.0
1885,NorESM2-LM,ssp585,eurafrica,co2mass,1486782400000000.0
1886,NorESM2-LM,ssp585,eurafrica,co2mass,1488330300000000.0
1887,NorESM2-LM,ssp585,eurafrica,co2mass,1489956400000000.0
1888,NorESM2-LM,ssp585,eurafrica,co2mass,1491722100000000.0
1889,NorESM2-LM,ssp585,eurafrica,co2mass,1493507600000000.0
1890,NorESM2-LM,ssp585,eurafrica,co2mass,1495283300000000.0
1891,NorESM2-LM,ssp585,eurafrica,co2mass,1497102100000000.0
1892,NorESM2-LM,ssp585,eurafrica,co2mass,1498869400000000.0
1893,NorESM2-LM,ssp585,eurafrica,co2mass,1500479200000000.0
1894,NorESM2-LM,ssp585,eurafrica,co2mass,1502062400000000.0
1895,NorESM2-LM,ssp585,eurafrica,co2mass,1503547100000000.0
1896,NorESM2-LM,ssp585,eurafrica,co2mass,1505007400000000.0
1897,NorESM2-LM,ssp585,eurafrica,co2mass,1506466600000000.0
1898,NorESM2-LM,ssp585,eurafrica,co2mass,1508055500000000.0
1899,NorESM2-LM,ssp585,eurafrica,co2mass,1509826000000000.0
1900,NorESM2-LM,ssp585,eurafrica,co2mass,1511695200000000.0
1901,NorESM2-LM,ssp585,eurafrica,co2mass,1513404900000000.0
1902,NorESM2-LM,ssp585,eurafrica,co2mass,1515046500000000.0
1903,NorESM2-LM,ssp585,eurafrica,co2mass,1516701300000000.0
1904,NorESM2-LM,ssp585,eurafrica,co2mass,1518276400000000.0
1905,NorESM2-LM,ssp585,eurafrica,co2mass,1519998600000000.0
1906,NorESM2-LM,ssp585,eurafrica,co2mass,1521932400000000.0
1907,NorESM2-LM,ssp585,eurafrica,co2mass,1524116400000000.0
1908,NorESM2-LM,ssp585,eurafrica,co2mass,1526270200000000.0
1909,NorESM2-LM,ssp585,eurafrica,co2mass,1528425300000000.0
1910,NorESM2-LM,ssp585,eurafrica,co2mass,1530675700000000.0
1911,NorESM2-LM,ssp585,eurafrica,co2mass,1533034900000000.0
1912,NorESM2-LM,ssp585,eurafrica,co2mass,1535699200000000.0
1913,NorESM2-LM,ssp585,eurafrica,co2mass,1538492700000000.0
1914,NorESM2-LM,ssp585,eurafrica,co2mass,1541128200000000.0
1915,NorESM2-LM,ssp585,eurafrica,co2mass,1543793600000000.0
1916,NorESM2-LM,ssp585,eurafrica,co2mass,1546563100000000.0
1917,NorESM2-LM,ssp585,eurafrica,co2mass,1549198900000000.0
1918,NorESM2-LM,ssp585,eurafrica,co2mass,1551430800000000.0
1919,NorESM2-LM,ssp585,eurafrica,co2mass,1553386000000000.0
1920,NorESM2-LM,ssp585,eurafrica,co2mass,1555500400000000.0
1921,NorESM2-LM,ssp585,eurafrica,co2mass,1557345100000000.0
1922,NorESM2-LM,ssp585,eurafrica,co2mass,1559100400000000.0
1923,NorESM2-LM,ssp585,eurafrica,co2mass,1560800900000000.0
1924,NorESM2-LM,ssp585,eurafrica,co2mass,1562487500000000.0
1925,NorESM2-LM,ssp585,eurafrica,co2mass,1563486900000000.0
1926,NorESM2-LM,ssp585,eurafrica,co2mass,1564290600000000.0
1927,NorESM2-LM,ssp585,eurafrica,co2mass,1565334300000000.0
1928,NorESM2-LM,ssp585,eurafrica,co2mass,1566160400000000.0
1929,NorESM2-LM,ssp585,eurafrica,co2mass,1566970600000000.0
1930,NorESM2-LM,ssp585,eurafrica,co2mass,1567689400000000.0
1931,NorESM2-LM,ssp585,eurafrica,co2mass,1568732100000000.0
1932,NorESM2-LM,ssp585,eurafrica,co2mass,1570108900000000.0
1933,NorESM2-LM,ssp585,eurafrica,co2mass,1571723000000000.0
1934,NorESM2-LM,ssp585,eurafrica,co2mass,1573685300000000.0
1935,NorESM2-LM,ssp585,eurafrica,co2mass,1576168800000000.0
1936,NorESM2-LM,ssp585,eurafrica,co2mass,1579973500000000.0
1937,NorESM2-LM,ssp585,eurafrica,co2mass,1583670800000000.0
1938,NorESM2-LM,ssp585,eurafrica,co2mass,1586520500000000.0
1939,NorESM2-LM,ssp585,eurafrica,co2mass,1589314700000000.0
1940,NorESM2-LM,ssp585,eurafrica,co2mass,1591890600000000.0
1941,NorESM2-LM,ssp585,eurafrica,co2mass,1594169900000000.0
1942,NorESM2-LM,ssp585,eurafrica,co2mass,1595958700000000.0
1943,NorESM2-LM,ssp585,eurafrica,co2mass,1597004800000000.0
1944,NorESM2-LM,ssp585,eurafrica,co2mass,1597188300000000.0
1945,NorESM2-LM,ssp585,eurafrica,co2mass,1597097700000000.0
1946,NorESM2-LM,ssp585,eurafrica,co2mass,1597173100000000.0
1947,NorESM2-LM,ssp585,eurafrica,co2mass,1597571000000000.0
1948,NorESM2-LM,ssp585,eurafrica,co2mass,1597838400000000.0
1949,NorESM2-LM,ssp585,eurafrica,co2mass,1598423000000000.0
1950,NorESM2-LM,ssp585,eurafrica,co2mass,1599350900000000.0
1951,NorESM2-LM,ssp585,eurafrica,co2mass,1600435700000000.0
1952,NorESM2-LM,ssp585,eurafrica,co2mass,1602084500000000.0
1953,NorESM2-LM,ssp585,eurafrica,co2mass,1604019300000000.0
1954,NorESM2-LM,ssp585,eurafrica,co2mass,1605865200000000.0
1955,NorESM2-LM,ssp585,eurafrica,co2mass,1607496700000000.0
1956,NorESM2-LM,ssp585,eurafrica,co2mass,1608971500000000.0
1957,NorESM2-LM,ssp585,eurafrica,co2mass,1610512300000000.0
1958,NorESM2-LM,ssp585,eurafrica,co2mass,1612366800000000.0
1959,NorESM2-LM,ssp585,eurafrica,co2mass,1614935500000000.0
1960,NorESM2-LM,ssp585,eurafrica,co2mass,1618819000000000.0
1961,NorESM2-LM,ssp585,eurafrica,co2mass,1622396000000000.0
1962,NorESM2-LM,ssp585,eurafrica,co2mass,1626063300000000.0
1963,NorESM2-LM,ssp585,eurafrica,co2mass,1629293200000000.0
1964,NorESM2-LM,ssp585,eurafrica,co2mass,1632594200000000.0
1965,NorESM2-LM,ssp585,eurafrica,co2mass,1635604200000000.0
1966,NorESM2-LM,ssp585,eurafrica,co2mass,1640386000000000.0
1967,NorESM2-LM,ssp585,eurafrica,co2mass,1643933100000000.0
1968,NorESM2-LM,ssp585,eurafrica,co2mass,1648380000000000.0
1969,NorESM2-LM,ssp585,eurafrica,co2mass,1653311300000000.0
1970,NorESM2-LM,ssp585,eurafrica,co2mass,1660101900000000.0
1971,NorESM2-LM,ssp585,eurafrica,co2mass,1664740600000000.0
1972,NorESM2-LM,ssp585,eurafrica,co2mass,1674446000000000.0
1973,NorESM2-LM,ssp585,eurafrica,co2mass,1685928100000000.0
1974,NorESM2-LM,ssp585,eurafrica,co2mass,1690599700000000.0
1975,NorESM2-LM,ssp585,eurafrica,co2mass,1691861800000000.0
1976,NorESM2-LM,ssp585,eurafrica,co2mass,1695998200000000.0
1977,NorESM2-LM,ssp585,eurafrica,co2mass,1704543100000000.0
1978,NorESM2-LM,ssp585,eurafrica,co2mass,1713049900000000.0
1979,NorESM2-LM,ssp585,eurafrica,co2mass,1721614700000000.0
1980,NorESM2-LM,ssp585,eurafrica,co2mass,1731523400000000.0
1981,NorESM2-LM,ssp585,eurafrica,co2mass,1738273100000000.0
1982,NorESM2-LM,ssp585,eurafrica,co2mass,1742449600000000.0
1983,NorESM2-LM,ssp585,eurafrica,co2mass,1750274700000000.0
1984,NorESM2-LM,ssp585,eurafrica,co2mass,1758899200000000.0
1985,NorESM2-LM,ssp585,eurafrica,co2mass,1766468900000000.0
1986,NorESM2-LM,ssp585,eurafrica,co2mass,1774174800000000.0
1987,NorESM2-LM,ssp585,eurafrica,co2mass,1783984500000000.0
1988,NorESM2-LM,ssp585,eurafrica,co2mass,1795774300000000.0
1989,NorESM2-LM,ssp585,eurafrica,co2mass,1804192100000000.0
1990,NorESM2-LM,ssp585,eurafrica,co2mass,1810531700000000.0
1991,NorESM2-LM,ssp585,eurafrica,co2mass,1816719800000000.0
1992,NorESM2-LM,ssp585,eurafrica,co2mass,1821281600000000.0
1993,NorESM2-LM,ssp585,eurafrica,co2mass,1825408200000000.0
1994,NorESM2-LM,ssp585,eurafrica,co2mass,1832352600000000.0
1995,NorESM2-LM,ssp585,eurafrica,co2mass,1841985300000000.0
1996,NorESM2-LM,ssp585,eurafrica,co2mass,1850745400000000.0
1997,NorESM2-LM,ssp585,eurafrica,co2mass,1858469500000000.0
1998,NorESM2-LM,ssp585,eurafrica,co2mass,1870832300000000.0
1999,NorESM2-LM,ssp585,eurafrica,co2mass,1880548700000000.0
2000,NorESM2-LM,ssp585,eurafrica,co2mass,1887632200000000.0
2001,NorESM2-LM,ssp585,eurafrica,co2mass,1895860800000000.0
2002,NorESM2-LM,ssp585,eurafrica,co2mass,1906893000000000.0
2003,NorESM2-LM,ssp585,eurafrica,co2mass,1919094300000000.0
2004,NorESM2-LM,ssp585,eurafrica,co2mass,1927944600000000.0
2005,NorESM2-LM,ssp585,eurafrica,co2mass,1937713700000000.0
2006,NorESM2-LM,ssp585,eurafrica,co2mass,1947986300000000.0
2007,NorESM2-LM,ssp585,eurafrica,co2mass,1956808700000000.0
2008,NorESM2-LM,ssp585,eurafrica,co2mass,1966994100000000.0
2009,NorESM2-LM,ssp585,eurafrica,co2mass,1975860600000000.0
2010,NorESM2-LM,ssp585,eurafrica,co2mass,1987681300000000.0
2011,NorESM2-LM,ssp585,eurafrica,co2mass,1999064200000000.0
2012,NorESM2-LM,ssp585,eurafrica,co2mass,2010215400000000.0
2013,NorESM2-LM,ssp585,eurafrica,co2mass,2023062300000000.0
2014,NorESM2-LM,ssp585,eurafrica,co2mass,2031494300000000.0
2015,NorESM2-LM,ssp585,eurafrica,co2mass,2045824900000000.0
2016,NorESM2-LM,ssp585,eurafrica,co2mass,2061245000000000.0
2017,NorESM2-LM,ssp585,eurafrica,co2mass,2075410500000000.0
2018,NorESM2-LM,ssp585,eurafrica,co2mass,2090467300000000.0
2019,NorESM2-LM,ssp585,eurafrica,co2mass,2105976400000000.0
2020,NorESM2-LM,ssp585,eurafrica,co2mass,2121846300000000.0
2021,NorESM2-LM,ssp585,eurafrica,co2mass,2138106100000000.0
2022,NorESM2-LM,ssp585,eurafrica,co2mass,2154858800000000.0
2023,NorESM2-LM,ssp585,eurafrica,co2mass,2172191900000000.0
2024,NorESM2-LM,ssp585,eurafrica,co2mass,2190103000000000.0
2025,NorESM2-LM,ssp585,eurafrica,co2mass,2208582800000000.0
2026,NorESM2-LM,ssp585,eurafrica,co2mass,2227621800000000.0
2027,NorESM2-LM,ssp585,eurafrica,co2mass,2247216000000000.0
2028,NorESM2-LM,ssp585,eurafrica,co2mass,2267367000000000.0
2029,NorESM2-LM,ssp585,eurafrica,co2mass,2288074000000000.0
2030,NorESM2-LM,ssp585,eurafrica,co2mass,2309335500000000.0
2031,NorESM2-LM,ssp585,eurafrica,co2mass,2331166000000000.0
2032,NorESM2-LM,ssp585,eurafrica,co2mass,2353619000000000.0
2033,NorESM2-LM,ssp585,eurafrica,co2mass,2376744400000000.0
2034,NorESM2-LM,ssp585,eurafrica,co2mass,2400541500000000.0
2035,NorESM2-LM,ssp585,eurafrica,co2mass,2425011300000000.0
2036,NorESM2-LM,ssp585,eurafrica,co2mass,2450157800000000.0
2037,NorESM2-LM,ssp585,eurafrica,co2mass,2475987700000000.0
2038,NorESM2-LM,ssp585,eurafrica,co2mass,2502500500000000.0
2039,NorESM2-LM,ssp585,eurafrica,co2mass,2529703800000000.0
2040,NorESM2-LM,ssp585,eurafrica,co2mass,2557606600000000.0
2041,NorESM2-LM,ssp585,eurafrica,co2mass,2586214800000000.0
2042,NorESM2-LM,ssp585,eurafrica,co2mass,2615565000000000.0
2043,NorESM2-LM,ssp585,eurafrica,co2mass,2645689400000000.0
2044,NorESM2-LM,ssp585,eurafrica,co2mass,2676597600000000.0
2045,NorESM2-LM,ssp585,eurafrica,co2mass,2708293400000000.0
2046,NorESM2-LM,ssp585,eurafrica,co2mass,2740785300000000.0
2047,NorESM2-LM,ssp585,eurafrica,co2mass,2774076200000000.0
2048,NorESM2-LM,ssp585,eurafrica,co2mass,2808175500000000.0
2049,NorESM2-LM,ssp585,eurafrica,co2mass,2843093000000000.0
2050,NorESM2-LM,ssp585,eurafrica,co2mass,2878833000000000.0
2051,NorESM2-LM,ssp585,eurafrica,co2mass,2915416800000000.0
2052,NorESM2-LM,ssp585,eurafrica,co2mass,2952929300000000.0
2053,NorESM2-LM,ssp585,eurafrica,co2mass,2991446600000000.0
2054,NorESM2-LM,ssp585,eurafrica,co2mass,3030974300000000.0
2055,NorESM2-LM,ssp585,eurafrica,co2mass,3071517000000000.0
2056,NorESM2-LM,ssp585,eurafrica,co2mass,3113078000000000.0
2057,NorESM2-LM,ssp585,eurafrica,co2mass,3155656600000000.0
2058,NorESM2-LM,ssp585,eurafrica,co2mass,3199264000000000.0
2059,NorESM2-LM,ssp585,eurafrica,co2mass,3243904000000000.0
2060,NorESM2-LM,ssp585,eurafrica,co2mass,3289586600000000.0
2061,NorESM2-LM,ssp585,eurafrica,co2mass,3336311500000000.0
2062,NorESM2-LM,ssp585,eurafrica,co2mass,3384080200000000.0
2063,NorESM2-LM,ssp585,eurafrica,co2mass,3432888000000000.0
2064,NorESM2-LM,ssp585,eurafrica,co2mass,3482746300000000.0
2065,NorESM2-LM,ssp585,eurafrica,co2mass,3533663000000000.0
2066,NorESM2-LM,ssp585,eurafrica,co2mass,3585649400000000.0
2067,NorESM2-LM,ssp585,eurafrica,co2mass,3638711300000000.0
2068,NorESM2-LM,ssp585,eurafrica,co2mass,3692858800000000.0
2069,NorESM2-LM,ssp585,eurafrica,co2mass,3748106000000000.0
2070,NorESM2-LM,ssp585,eurafrica,co2mass,3804461400000000.0
2071,NorESM2-LM,ssp585,eurafrica,co2mass,3861910800000000.0
2072,NorESM2-LM,ssp585,eurafrica,co2mass,3920373000000000.0
2073,NorESM2-LM,ssp585,eurafrica,co2mass,3979755400000000.0
2074,NorESM2-LM,ssp585,eurafrica,co2mass,4040065300000000.0
2075,NorESM2-LM,ssp585,eurafrica,co2mass,4101312900000000.0
2076,NorESM2-LM,ssp585,eurafrica,co2mass,4163504800000000.0
2077,NorESM2-LM,ssp585,eurafrica,co2mass,4226661000000000.0
2078,NorESM2-LM,ssp585,eurafrica,co2mass,4290782700000000.0
2079,NorESM2-LM,ssp585,eurafrica,co2mass,4355879900000000.0
2080,NorESM2-LM,ssp585,eurafrica,co2mass,4421959500000000.0
2081,NorESM2-LM,ssp585,eurafrica,co2mass,4488974000000000.0
2082,NorESM2-LM,ssp585,eurafrica,co2mass,4556578000000000.0
2083,NorESM2-LM,ssp585,eurafrica,co2mass,4624444000000000.0
2084,NorESM2-LM,ssp585,eurafrica,co2mass,4692554000000000.0
2085,NorESM2-LM,ssp585,eurafrica,co2mass,4760918000000000.0
2086,NorESM2-LM,ssp585,eurafrica,co2mass,4829546300000000.0
2087,NorESM2-LM,ssp585,eurafrica,co2mass,4898451500000000.0
2088,NorESM2-LM,ssp585,eurafrica,co2mass,4967630600000000.0
2089,NorESM2-LM,ssp585,eurafrica,co2mass,5037093000000000.0
2090,NorESM2-LM,ssp585,eurafrica,co2mass,5106844000000000.0
2091,NorESM2-LM,ssp585,eurafrica,co2mass,5176864000000000.0
2092,NorESM2-LM,ssp585,eurafrica,co2mass,5246988000000000.0
2093,NorESM2-LM,ssp585,eurafrica,co2mass,5317079300000000.0
2094,NorESM2-LM,ssp585,eurafrica,co2mass,5387126500000000.0
2095,NorESM2-LM,ssp585,eurafrica,co2mass,5457155400000000.0
2096,NorESM2-LM,ssp585,eurafrica,co2mass,5527106000000000.0
2097,NorESM2-LM,ssp585,eurafrica,co2mass,5597042500000000.0
2098,NorESM2-LM,ssp585,eurafrica,co2mass,5666966700000000.0
2099,NorESM2-LM,ssp585,eurafrica,co2mass,5736814700000000.0
2100,NorESM2-LM,ssp585,eurafrica,co2mass,5806646000000000.0
1850,NorESM2-LM,ssp585,asia,co2mass,1453621600000000.0
1851,NorESM2-LM,ssp585,asia,co2mass,1454303700000000.0
1852,NorESM2-LM,ssp585,asia,co2mass,1455037200000000.0
1853,NorESM2-LM,ssp585,asia,co2mass,1455711500000000.0
1854,NorESM2-LM,ssp585,asia,co2mass,1456294200000000.0
1855,NorESM2-LM,ssp585,asia,co2mass,1456800000000000.0
1856,NorESM2-LM,ssp585,asia,co2mass,1457380400000000.0
1857,NorESM2-LM,ssp585,asia,co2mass,1458155200000000.0
1858,NorESM2-LM,ssp585,asia,co2mass,1459001300000000.0
1859,NorESM2-LM,ssp585,asia,co2mass,1459909200000000.0
1860,NorESM2-LM,ssp585,asia,co2mass,1460891000000000.0
1861,NorESM2-LM,ssp585,asia,co2mass,1461863000000000.0
1862,NorESM2-LM,ssp585,asia,co2mass,1462734600000000.0
1863,NorESM2-LM,ssp585,asia,co2mass,1463606900000000.0
1864,NorESM2-LM,ssp585,asia,co2mass,1464481700000000.0
1865,NorESM2-LM,ssp585,asia,co2mass,1465357000000000.0
1866,NorESM2-LM,ssp585,asia,co2mass,1466218500000000.0
1867,NorESM2-LM,ssp585,asia,co2mass,1467085800000000.0
1868,NorESM2-LM,ssp585,asia,co2mass,1467843000000000.0
1869,NorESM2-LM,ssp585,asia,co2mass,1468480300000000.0
1870,NorESM2-LM,ssp585,asia,co2mass,1469146600000000.0
1871,NorESM2-LM,ssp585,asia,co2mass,1469875700000000.0
1872,NorESM2-LM,ssp585,asia,co2mass,1470747300000000.0
1873,NorESM2-LM,ssp585,asia,co2mass,1471739100000000.0
1874,NorESM2-LM,ssp585,asia,co2mass,1472785600000000.0
1875,NorESM2-LM,ssp585,asia,co2mass,1473945400000000.0
1876,NorESM2-LM,ssp585,asia,co2mass,1475118900000000.0
1877,NorESM2-LM,ssp585,asia,co2mass,1476310600000000.0
1878,NorESM2-LM,ssp585,asia,co2mass,1477527100000000.0
1879,NorESM2-LM,ssp585,asia,co2mass,1478715400000000.0
1880,NorESM2-LM,ssp585,asia,co2mass,1479991100000000.0
1881,NorESM2-LM,ssp585,asia,co2mass,1481357300000000.0
1882,NorESM2-LM,ssp585,asia,co2mass,1482763200000000.0
1883,NorESM2-LM,ssp585,asia,co2mass,1484034400000000.0
1884,NorESM2-LM,ssp585,asia,co2mass,1485331600000000.0
1885,NorESM2-LM,ssp585,asia,co2mass,1486782400000000.0
1886,NorESM2-LM,ssp585,asia,co2mass,1488330300000000.0
1887,NorESM2-LM,ssp585,asia,co2mass,1489956400000000.0
1888,NorESM2-LM,ssp585,asia,co2mass,1491722100000000.0
1889,NorESM2-LM,ssp585,asia,co2mass,1493507600000000.0
1890,NorESM2-LM,ssp585,asia,co2mass,1495283300000000.0
1891,NorESM2-LM,ssp585,asia,co2mass,1497102100000000.0
1892,NorESM2-LM,ssp585,asia,co2mass,1498869400000000.0
1893,NorESM2-LM,ssp585,asia,co2mass,1500479200000000.0
1894,NorESM2-LM,ssp585,asia,co2mass,1502062400000000.0
1895,NorESM2-LM,ssp585,asia,co2mass,1503547100000000.0
1896,NorESM2-LM,ssp585,asia,co2mass,1505007400000000.0
1897,NorESM2-LM,ssp585,asia,co2mass,1506466600000000.0
1898,NorESM2-LM,ssp585,asia,co2mass,1508055500000000.0
1899,NorESM2-LM,ssp585,asia,co2mass,1509826000000000.0
1900,NorESM2-LM,ssp585,asia,co2mass,1511695200000000.0
1901,NorESM2-LM,ssp585,asia,co2mass,1513404900000000.0
1902,NorESM2-LM,ssp585,asia,co2mass,1515046500000000.0
1903,NorESM2-LM,ssp585,asia,co2mass,1516701300000000.0
1904,NorESM2-LM,ssp585,asia,co2mass,1518276400000000.0
1905,NorESM2-LM,ssp585,asia,co2mass,1519998600000000.0
1906,NorESM2-LM,ssp585,asia,co2mass,1521932400000000.0
1907,NorESM2-LM,ssp585,asia,co2mass,1524116400000000.0
1908,NorESM2-LM,ssp585,asia,co2mass,1526270200000000.0
1909,NorESM2-LM,ssp585,asia,co2mass,1528425300000000.0
1910,NorESM2-LM,ssp585,asia,co2mass,1530675700000000.0
1911,NorESM2-LM,ssp585,asia,co2mass,1533034900000000.0
1912,NorESM2-LM,ssp585,asia,co2mass,1535699200000000.0
1913,NorESM2-LM,ssp585,asia,co2mass,1538492700000000.0
1914,NorESM2-LM,ssp585,asia,co2mass,1541128200000000.0
1915,NorESM2-LM,ssp585,asia,co2mass,1543793600000000.0
1916,NorESM2-LM,ssp585,asia,co2mass,1546563100000000.0
1917,NorESM2-LM,ssp585,asia,co2mass,1549198900000000.0
1918,NorESM2-LM,ssp585,asia,co2mass,1551430800000000.0
1919,NorESM2-LM,ssp585,asia,co2mass,1553386000000000.0
1920,NorESM2-LM,ssp585,asia,co2mass,1555500400000000.0
1921,NorESM2-LM,ssp585,asia,co2mass,1557345100000000.0
1922,NorESM2-LM,ssp585,asia,co2mass,1559100400000000.0
1923,NorESM2-LM,ssp585,asia,co2mass,1560800900000000.0
1924,NorESM2-LM,ssp585,asia,co2mass,1562487500000000.0
1925,NorESM2-LM,ssp585,asia,co2mass,1563486900000000.0
1926,NorESM2-LM,ssp585,asia,co2mass,1564290600000000.0
1927,NorESM2-LM,ssp585,asia,co2mass,1565334300000000.0
1928,NorESM2-LM,ssp585,asia,co2mass,1566160400000000.0
1929,NorESM2-LM,ssp585,asia,co2mass,1566970600000000.0
1930,NorESM2-LM,ssp585,asia,co2mass,1567689400000000.0
1931,NorESM2-LM,ssp585,asia,co2mass,1568732100000000.0
1932,NorESM2-LM,ssp585,asia,co2mass,1570108900000000.0
1933,NorESM2-LM,ssp585,asia,co2mass,1571723000000000.0
1934,NorESM2-LM,ssp585,asia,co2mass,1573685300000000.0
1935,NorESM2-LM,ssp585,asia,co2mass,1576168800000000.0
1936,NorESM2-LM,ssp585,asia,co2mass,1579973500000000.0
1937,NorESM2-LM,ssp585,asia,co2mass,1583670800000000.0
1938,NorESM2-LM,ssp585,asia,co2mass,1586520500000000.0
1939,NorESM2-LM,ssp585,asia,co2mass,1589314700000000.0
1940,NorESM2-LM,ssp585,asia,co2mass,1591890600000000.0
1941,NorESM2-LM,ssp585,asia,co2mass,1594169900000000.0
1942,NorESM2-LM,ssp585,asia,co2mass,1595958700000000.0
1943,NorESM2-LM,ssp585,asia,co2mass,1597004800000000.0
1944,NorESM2-LM,ssp585,asia,co2mass,1597188300000000.0
1945,NorESM2-LM,ssp585,asia,co2mass,1597097700000000.0
1946,NorESM2-LM,ssp585,asia,co2mass,1597173100000000.0
1947,NorESM2-LM,ssp585,asia,co2mass,1597571000000000.0
1948,NorESM2-LM,ssp585,asia,co2mass,1597838400000000.0
1949,NorESM2-LM,ssp585,asia,co2mass,1598423000000000.0
1950,NorESM2-LM,ssp585,asia,co2mass,1599350900000000.0
1951,NorESM2-LM,ssp585,asia,co2mass,1600435700000000.0
1952,NorESM2-LM,ssp585,asia,co2mass,1602084500000000.0
1953,NorESM2-LM,ssp585,asia,co2mass,1604019300000000.0
